Label,Text
a,epoch from which I dated all my woe The weight upon my spirit was sensibly lightened as I plunged yet deeper in the ravine of Arve The immense mountains and precipices that overhung me on every side the sound of the river raging among the rocks and the dashing of the waterfalls around spoke of a power mighty as Omnipotenceand I ceased to fear or to bend before any being less almighty than that which had created and ruled the elements here displayed in their most terrific guise Still as I ascended higher the valley assumed a more magnificent and
a,and tears she then thought was the just tribute she should pay to innocence so blasted and destroyed She was no longer that happy creature who in earlier youth wandered with me on the banks of the lake and talked with ecstasy of our future prospects The first of those sorrows which are sent to wean us from the earth had visited her and its dimming influence quenched her dearest smiles When I reflect my dear cousin said she on the miserable death of Justine Moritz I no longer see the world and its works as they before appeared to
a,than the common sailors during the day and devoted my nights to the study of mathematics the theory of medicine and those branches of physical science from which a naval adventurer might derive the greatest practical advantage Twice I actually hired myself as an undermate in a Greenland whaler and acquitted myself to admiration I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness so valuable did he consider my services And now dear Margaret do I not deserve to accomplish some
a,began what is it that you intend Do you dare to break your promise I have endured toil and misery I left Switzerland with you I crept along the shores of the Rhine among its willow islands and over the summits of its hills I have dwelt many months in the heaths of England and among the deserts of Scotland I have endured incalculable fatigue and cold and hunger do you dare destroy my hopes Begone I do break my promise never will I create another like yourself equal in deformity and wickedness Slave I before reasoned with you but
a,of the door before I recollected myself I then paused and a cold shivering came over me I threw the door forcibly open as children are accustomed to do when they expect a spectre to stand in waiting for them on the other side but nothing appeared I stepped fearfully in the apartment was empty and my bedroom was also freed from its hideous guest I could hardly believe that so great a good fortune could have befallen me but when I became assured that my enemy had indeed fled I clapped my hands for joy and ran down to
a,in a manner that excited the admiration of all who knew her after which she again lived in my uncles house where she was beloved by all the family She was warmly attached to the child who is now dead and acted towards him like a most affectionate mother For my own part I do not hesitate to say that notwithstanding all the evidence produced against her I believe and rely on her perfect innocence She had no temptation for such an action as to the bauble on which the chief proof rests if she had earnestly desired it I
a,not refuse We entered the gloomy prison chamber and beheld Justine sitting on some straw at the farther end her hands were manacled and her head rested on her knees She rose on seeing us enter and when we were left alone with her she threw herself at the feet of Elizabeth weeping bitterly My cousin wept also Oh Justine said she Why did you rob me of my last consolation I relied on your innocence and although I was then very wretched I was not so miserable as I am now And do you also believe that I am
a,hoped that change of scene and varied amusement would before my return have restored me entirely to myself The duration of my absence was left to my own choice a few months or at most a year was the period contemplated One paternal kind precaution he had taken to ensure my having a companion Without previously communicating with me he had in concert with Elizabeth arranged that Clerval should join me at Strasburgh This interfered with the solitude I coveted for the prosecution of my task yet at the commencement of my journey the presence of my friend could in
a,had ever been surrounded by amiable companions continually engaged in endeavouring to bestow mutual pleasureI was now alone In the university whither I was going I must form my own friends and be my own protector My life had hitherto been remarkably secluded and domestic and this had given me invincible repugnance to new countenances I loved my brothers Elizabeth and Clerval these were old familiar faces but I believed myself totally unfitted for the company of strangers Such were my reflections as I commenced my journey but as I proceeded my spirits and hopes rose I ardently desired the
a,a free man Alas What freedom Such as the peasant enjoys when his family have been massacred before his eyes his cottage burnt his lands laid waste and he is turned adrift homeless penniless and alone but free Such would be my liberty except that in my Elizabeth I possessed a treasure alas balanced by those horrors of remorse and guilt which would pursue me until death Sweet and beloved Elizabeth I read and reread her letter and some softened feelings stole into my heart and dared to whisper paradisiacal dreams of love and joy but the apple was already
a,with pleasure and was about to remove a plank to procure myself a little water when I heard a step and looking through a small chink I beheld a young creature with a pail on her head passing before my hovel The girl was young and of gentle demeanour unlike what I have since found cottagers and farmhouse servants to be Yet she was meanly dressed a coarse blue petticoat and a linen jacket being her only garb her fair hair was plaited but not adorned she looked patient yet sad I lost sight of her and in about a
a,took refuge in the most perfect solitude I passed whole days on the lake alone in a little boat watching the clouds and listening to the rippling of the waves silent and listless But the fresh air and bright sun seldom failed to restore me to some degree of composure and on my return I met the salutations of my friends with a readier smile and a more cheerful heart It was after my return from one of these rambles that my father calling me aside thus addressed me I am happy to remark my dear son that you have
a,Alas Why did they preserve so miserable and detested a life It was surely that I might fulfil my destiny which is now drawing to a close Soon oh very soon will death extinguish these throbbings and relieve me from the mighty weight of anguish that bears me to the dust and in executing the award of justice I shall also sink to rest Then the appearance of death was distant although the wish was ever present to my thoughts and I often sat for hours motionless and speechless wishing for some mighty revolution that might bury me and my
a,is less distinction between the several classes of its inhabitants and the lower orders being neither so poor nor so despised their manners are more refined and moral A servant in Geneva does not mean the same thing as a servant in France and England Justine thus received in our family learned the duties of a servant a condition which in our fortunate country does not include the idea of ignorance and a sacrifice of the dignity of a human being Justine you may remember was a great favourite of yours and I recollect you once remarked that if you
a,of natural philosophy including mathematics He then took me into his laboratory and explained to me the uses of his various machines instructing me as to what I ought to procure and promising me the use of his own when I should have advanced far enough in the science not to derange their mechanism He also gave me the list of books which I had requested and I took my leave Thus ended a day memorable to me it decided my future destiny Chapter 4 From this day natural philosophy and particularly chemistry in the most comprehensive sense of the
a,say this I have myself been blasted in these hopes yet another may succeed His voice became fainter as he spoke and at length exhausted by his effort he sank into silence About half an hour afterwards he attempted again to speak but was unable he pressed my hand feebly and his eyes closed for ever while the irradiation of a gentle smile passed away from his lips Margaret what comment can I make on the untimely extinction of this glorious spirit What can I say that will enable you to understand the depth of my sorrow All that I
a,sublime and transcendent visions of the beauty and the majesty of goodness But it is even so the fallen angel becomes a malignant devil Yet even that enemy of God and man had friends and associates in his desolation I am alone You who call Frankenstein your friend seem to have a knowledge of my crimes and his misfortunes But in the detail which he gave you of them he could not sum up the hours and months of misery which I endured wasting in impotent passions For while I destroyed his hopes I did not satisfy my own desires
a,my heart and communicate elasticity to my spirits But I am a blasted tree the bolt has entered my soul and I felt then that I should survive to exhibit what I shall soon cease to bea miserable spectacle of wrecked humanity pitiable to others and intolerable to myself We passed a considerable period at Oxford rambling among its environs and endeavouring to identify every spot which might relate to the most animating epoch of English history Our little voyages of discovery were often prolonged by the successive objects that presented themselves We visited the tomb of the illustrious Hampden
a,to this miserable marriage But as if possessed of magic powers the monster had blinded me to his real intentions and when I thought that I had prepared only my own death I hastened that of a far dearer victim As the period fixed for our marriage drew nearer whether from cowardice or a prophetic feeling I felt my heart sink within me But I concealed my feelings by an appearance of hilarity that brought smiles and joy to the countenance of my father but hardly deceived the everwatchful and nicer eye of Elizabeth She looked forward to our union
a,and acquitted myself to admiration I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness so valuable did he consider my services And now dear Margaret do I not deserve to accomplish some great purpose My life might have been passed in ease and luxury but I preferred glory to every enticement that wealth placed in my path Oh that some encouraging voice would answer in the affirmative My courage and my resolution is firm but my hopes fluctuate and my spirits
a,younger protectors I had not a moment to lose but seizing the hand of the old man I cried Now is the time Save and protect me You and your family are the friends whom I seek Do not you desert me in the hour of trial Great God exclaimed the old man Who are you At that instant the cottage door was opened and Felix Safie and Agatha entered Who can describe their horror and consternation on beholding me Agatha fainted and Safie unable to attend to her friend rushed out of the cottage Felix darted forward and with
a,painful labour to arrive at once at the summit of my desires was the most gratifying consummation of my toils But this discovery was so great and overwhelming that all the steps by which I had been progressively led to it were obliterated and I beheld only the result What had been the study and desire of the wisest men since the creation of the world was now within my grasp Not that like a magic scene it all opened upon me at once the information I had obtained was of a nature rather to direct my endeavours so soon
a,I proceeded across the fields for several hours until at sunset I arrived at a village How miraculous did this appear The huts the neater cottages and stately houses engaged my admiration by turns The vegetables in the gardens the milk and cheese that I saw placed at the windows of some of the cottages allured my appetite One of the best of these I entered but I had hardly placed my foot within the door before the children shrieked and one of the women fainted The whole village was roused some fled some attacked me until grievously bruised by
a,eyes became accustomed to the light and to perceive objects in their right forms I distinguished the insect from the herb and by degrees one herb from another I found that the sparrow uttered none but harsh notes whilst those of the blackbird and thrush were sweet and enticing One day when I was oppressed by cold I found a fire which had been left by some wandering beggars and was overcome with delight at the warmth I experienced from it In my joy I thrust my hand into the live embers but quickly drew it out again with a
a,deeper parts of the wood I followed speedily I hardly knew why but when the man saw me draw near he aimed a gun which he carried at my body and fired I sank to the ground and my injurer with increased swiftness escaped into the wood This was then the reward of my benevolence I had saved a human being from destruction and as a recompense I now writhed under the miserable pain of a wound which shattered the flesh and bone The feelings of kindness and gentleness which I had entertained but a few moments before gave place
a,by remorse and the sense of guilt which hurried me away to a hell of intense tortures such as no language can describe This state of mind preyed upon my health which had perhaps never entirely recovered from the first shock it had sustained I shunned the face of man all sound of joy or complacency was torture to me solitude was my only consolationdeep dark deathlike solitude My father observed with pain the alteration perceptible in my disposition and habits and endeavoured by arguments deduced from the feelings of his serene conscience and guiltless life to inspire me with
a,in the progress of your work this history was mingled with accounts of domestic occurrences You doubtless recollect these papers Here they are Everything is related in them which bears reference to my accursed origin the whole detail of that series of disgusting circumstances which produced it is set in view the minutest description of my odious and loathsome person is given in language which painted your own horrors and rendered mine indelible I sickened as I read Hateful day when I received life I exclaimed in agony Accursed creator Why did you form a monster so hideous that even
a,the experience of man that what I conceived to be the best assistants to my plan may have entirely destroyed it You perhaps regard her as your sister without any wish that she might become your wife Nay you may have met with another whom you may love and considering yourself as bound in honour to Elizabeth this struggle may occasion the poignant misery which you appear to feel My dear father reassure yourself I love my cousin tenderly and sincerely I never saw any woman who excited as Elizabeth does my warmest admiration and affection My future hopes and
a,mind was filled with one thought one conception one purpose So much has been done exclaimed the soul of Frankensteinmore far more will I achieve treading in the steps already marked I will pioneer a new way explore unknown powers and unfold to the world the deepest mysteries of creation I closed not my eyes that night My internal being was in a state of insurrection and turmoil I felt that order would thence arise but I had no power to produce it By degrees after the mornings dawn sleep came I awoke and my yesternights thoughts were as a
a,same night to the joy of the horrorstruck villagers had pursued his journey across the sea in a direction that led to no land and they conjectured that he must speedily be destroyed by the breaking of the ice or frozen by the eternal frosts On hearing this information I suffered a temporary access of despair He had escaped me and I must commence a destructive and almost endless journey across the mountainous ices of the ocean amidst cold that few of the inhabitants could long endure and which I the native of a genial and sunny climate could not
a,to alter my determination You seek for knowledge and wisdom as I once did and I ardently hope that the gratification of your wishes may not be a serpent to sting you as mine has been I do not know that the relation of my disasters will be useful to you yet when I reflect that you are pursuing the same course exposing yourself to the same dangers which have rendered me what I am I imagine that you may deduce an apt moral from my tale one that may direct you if you succeed in your undertaking and console
a,gratified and refreshed by a thousand scents of delight and a thousand sights of beauty It was on one of these days when my cottagers periodically rested from labourthe old man played on his guitar and the children listened to himthat I observed the countenance of Felix was melancholy beyond expression he sighed frequently and once his father paused in his music and I conjectured by his manner that he inquired the cause of his sons sorrow Felix replied in a cheerful accent and the old man was recommencing his music when someone tapped at the door It was a
a,its works as they before appeared to me Before I looked upon the accounts of vice and injustice that I read in books or heard from others as tales of ancient days or imaginary evils at least they were remote and more familiar to reason than to the imagination but now misery has come home and men appear to me as monsters thirsting for each others blood Yet I am certainly unjust Everybody believed that poor girl to be guilty and if she could have committed the crime for which she suffered assuredly she would have been the most depraved
a,was of a calmer and more concentrated disposition but with all my ardour I was capable of a more intense application and was more deeply smitten with the thirst for knowledge She busied herself with following the aerial creations of the poets and in the majestic and wondrous scenes which surrounded our Swiss home the sublime shapes of the mountains the changes of the seasons tempest and calm the silence of winter and the life and turbulence of our Alpine summersshe found ample scope for admiration and delight While my companion contemplated with a serious and satisfied spirit the magnificent
a,ever grateful and your present humanity assures me of success with those friends whom I am on the point of meeting May I know the names and residence of those friends I paused This I thought was the moment of decision which was to rob me of or bestow happiness on me for ever I struggled vainly for firmness sufficient to answer him but the effort destroyed all my remaining strength I sank on the chair and sobbed aloud At that moment I heard the steps of my younger protectors I had not a moment to lose but seizing the
a,When I reflected on his crimes and malice my hatred and revenge burst all bounds of moderation I would have made a pilgrimage to the highest peak of the Andes could I when there have precipitated him to their base I wished to see him again that I might wreak the utmost extent of abhorrence on his head and avenge the deaths of William and Justine Our house was the house of mourning My fathers health was deeply shaken by the horror of the recent events Elizabeth was sad and desponding she no longer took delight in her ordinary occupations
a,you once remarked that if you were in an ill humour one glance from Justine could dissipate it for the same reason that Ariosto gives concerning the beauty of Angelicashe looked so frankhearted and happy My aunt conceived a great attachment for her by which she was induced to give her an education superior to that which she had at first intended This benefit was fully repaid Justine was the most grateful little creature in the world I do not mean that she made any professions I never heard one pass her lips but you could see by her eyes
a,been our visitor at Geneva He mentioned the beauties of his native country and asked us if those were not sufficient allurements to induce us to prolong our journey as far north as Perth where he resided Clerval eagerly desired to accept this invitation and I although I abhorred society wished to view again mountains and streams and all the wondrous works with which Nature adorns her chosen dwellingplaces We had arrived in England at the beginning of October and it was now February We accordingly determined to commence our journey towards the north at the expiration of another month
a,a kind of ignorant carelessness attends him which while it renders his conduct the more astonishing detracts from the interest and sympathy which otherwise he would command Yet do not suppose because I complain a little or because I can conceive a consolation for my toils which I may never know that I am wavering in my resolutions Those are as fixed as fate and my voyage is only now delayed until the weather shall permit my embarkation The winter has been dreadfully severe but the spring promises well and it is considered as a remarkably early season so that
a,wind as if it were a dull ugly siroc on its way to consume me Morning dawned before I arrived at the village of Chamounix I took no rest but returned immediately to Geneva Even in my own heart I could give no expression to my sensationsthey weighed on me with a mountains weight and their excess destroyed my agony beneath them Thus I returned home and entering the house presented myself to the family My haggard and wild appearance awoke intense alarm but I answered no question scarcely did I speak I felt as if I were placed under
a,he had taken of its society the means of materially assisting the progress of European colonization and trade In Britain only could he further the execution of his plan He was for ever busy and the only check to his enjoyments was my sorrowful and dejected mind I tried to conceal this as much as possible that I might not debar him from the pleasures natural to one who was entering on a new scene of life undisturbed by any care or bitter recollection I often refused to accompany him alleging another engagement that I might remain alone I now
a,I felt the bitterness of disappointment dreams that had been my food and pleasant rest for so long a space were now become a hell to me and the change was so rapid the overthrow so complete Morning dismal and wet at length dawned and discovered to my sleepless and aching eyes the church of Ingolstadt its white steeple and clock which indicated the sixth hour The porter opened the gates of the court which had that night been my asylum and I issued into the streets pacing them with quick steps as if I sought to avoid the wretch
a,he now came to mark my progress and claim the fulfilment of my promise As I looked on him his countenance expressed the utmost extent of malice and treachery I thought with a sensation of madness on my promise of creating another like to him and trembling with passion tore to pieces the thing on which I was engaged The wretch saw me destroy the creature on whose future existence he depended for happiness and with a howl of devilish despair and revenge withdrew I left the room and locking the door made a solemn vow in my own heart
a,gushed from the eyes of Clerval as he read the account of my misfortune I can offer you no consolation my friend said he your disaster is irreparable What do you intend to do To go instantly to Geneva come with me Henry to order the horses During our walk Clerval endeavoured to say a few words of consolation he could only express his heartfelt sympathy Poor William said he dear lovely child he now sleeps with his angel mother Who that had seen him bright and joyous in his young beauty but must weep over his untimely loss To
a,mind the events which I had until now sought to forget the whole train of my progress toward the creation the appearance of the works of my own hands at my bedside its departure Two years had now nearly elapsed since the night on which he first received life and was this his first crime Alas I had turned loose into the world a depraved wretch whose delight was in carnage and misery had he not murdered my brother No one can conceive the anguish I suffered during the remainder of the night which I spent cold and wet in
a,directed my steps towards the wellknown path that conducted to the cottage All there was at peace I crept into my hovel and remained in silent expectation of the accustomed hour when the family arose That hour passed the sun mounted high in the heavens but the cottagers did not appear I trembled violently apprehending some dreadful misfortune The inside of the cottage was dark and I heard no motion I can not describe the agony of this suspense Presently two countrymen passed by but pausing near the cottage they entered into conversation using violent gesticulations but I did not
a,Felix flitted before me I looked upon them as superior beings who would be the arbiters of my future destiny I formed in my imagination a thousand pictures of presenting myself to them and their reception of me I imagined that they would be disgusted until by my gentle demeanour and conciliating words I should first win their favour and afterwards their love These thoughts exhilarated me and led me to apply with fresh ardour to the acquiring the art of language My organs were indeed harsh but supple and although my voice was very unlike the soft music of
b,and she began to imagine that their silence was to last through the two dances and at first was resolved not to break it till suddenly fancying that it would be the greater punishment to her partner to oblige him to talk she made some slight observation on the dance He replied and was again silent After a pause of some minutes she addressed him a second time with It is your turn to say something now Mr Darcy I talked about the dance and you ought to make some kind of remark on the size of the room or
b,see their father at home on the following day which was Saturday Rendered spiritless by the ill success of all their endeavours he had yielded to his brotherinlaws entreaty that he would return to his family and leave it to him to do whatever occasion might suggest to be advisable for continuing their pursuit When Mrs Bennet was told of this she did not express so much satisfaction as her children expected considering what her anxiety for his life had been before What is he coming home and without poor Lydia she cried Sure he will not leave London before
b,nothing but themselves There is not one of his tenants or servants but what will give him a good name Some people call him proud but I am sure I never saw anything of it To my fancy it is only because he does not rattle away like other young men In what an amiable light does this place him thought Elizabeth This fine account of him whispered her aunt as they walked is not quite consistent with his behaviour to our poor friend Perhaps we might be deceived That is not very likely our authority was too good On
b,did not pain her She liked him too little to care for his approbation After playing some Italian songs Miss Bingley varied the charm by a lively Scotch air and soon afterwards Mr Darcy drawing near Elizabeth said to her Do you not feel a great inclination Miss Bennet to seize such an opportunity of dancing a reel She smiled but made no answer He repeated the question with some surprise at her silence Oh said she I heard you before but I could not immediately determine what to say in reply You wanted me I know to say Yes
b,Dearest Lizzy I hardly know what I would write but I have bad news for you and it can not be delayed Imprudent as a marriage between Mr Wickham and our poor Lydia would be we are now anxious to be assured it has taken place for there is but too much reason to fear they are not gone to Scotland Colonel Forster came yesterday having left Brighton the day before not many hours after the express Though Lydias short letter to Mrs F gave them to understand that they were going to Gretna Green something was dropped by Denny
b,Mrs Bennet 5 I hope Mr Bingley will like it 6 Im the tallest 9 He rode a black horse 10 When the party entered 12 She is tolerable 15 Heading to Chapter IV 18 Heading to Chapter V 22 Without once opening his lips 24 Tailpiece to Chapter V 26 Heading to Chapter VI 27 The entreaties of several 31 A note for Miss Bennet 36 Cheerful prognostics 40 The apothecary came 43 Covering a screen 45 Mrs Bennet and her two youngest girls 53 Heading to Chapter X 60 No no stay where you are 67 Piling up
b,the honour of reading that letter and then with a slight bow turned again into the plantation and was soon out of sight With no expectation of pleasure but with the strongest curiosity Elizabeth opened the letter and to her still increasing wonder perceived an envelope containing two sheets of letter paper written quite through in a very close hand The envelope itself was likewise full Pursuing her way along the lane she then began it It was dated from Rosings at eight oclock in the morning and was as follows Be not alarmed madam on receiving this letter by
b,be provided for Five daughters successively entered the world but yet the son was to come and Mrs Bennet for many years after Lydias birth had been certain that he would This event had at last been despaired of but it was then too late to be saving Mrs Bennet had no turn for economy and her husbands love of independence had alone prevented their exceeding their income Five thousand pounds was settled by marriage articles on Mrs Bennet and the children But in what proportions it should be divided amongst the latter depended on the will of the parents
b,myself it will not sink me in your esteem And now nothing remains for me but to assure you in the most animated language of the violence of my affection To fortune I am perfectly indifferent and shall make no demand of that nature on your father since I am well aware that it could not be complied with and that one thousand pounds in the 4 per cents which will not be yours till after your mothers decease is all that you may ever be entitled to On that head therefore I shall be uniformly silent and you may
b,to sit down for two dances and during part of that time Mr Darcy had been standing near enough for her to overhear a conversation between him and Mr Bingley who came from the dance for a few minutes to press his friend to join it Come Darcy said he I must have you dance I hate to see you standing about by yourself in this stupid manner You had much better dance I certainly shall not You know how I detest it unless I am particularly acquainted with my partner At such an assembly as this it would be
b,be teased said Miss Lucas I am going to open the instrument Eliza and you know what follows You are a very strange creature by way of a friendalways wanting me to play and sing before anybody and everybody If my vanity had taken a musical turn you would have been invaluable but as it is I would really rather not sit down before those who must be in the habit of hearing the very best performers On Miss Lucass persevering however she added Very well if it must be so it must And gravely glancing at Mr Darcy There
b,Bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of Hertfordshire her mild and steady candour always pleaded for allowances and urged the possibility of mistakes but by everybody else Mr Darcy was condemned as the worst of men Illustration CHAPTER XXV Illustration After a week spent in professions of love and schemes of felicity Mr Collins was called from his amiable Charlotte by the arrival of Saturday The pain of separation however might be alleviated on his side by preparations for the reception of his bride as
b,after everybody else was gone which gave them time to see how heartily they were wished away by some of the family Mrs Hurst and her sister scarcely opened their mouths except to complain of fatigue and were evidently impatient to have the house to themselves They repulsed every attempt of Mrs Bennet at conversation and by so doing threw a languor over the whole party which was very little relieved by the long speeches of Mr Collins who was complimenting Mr Bingley and his sisters on the elegance of their entertainment and the hospitality and politeness which had marked
b,a natural defect which not even the best education can overcome And your defect is a propensity to hate everybody And yours he replied with a smile is wilfully to misunderstand them Do let us have a little music cried Miss Bingley tired of a conversation in which she had no share Louisa you will not mind my waking Mr Hurst Her sister made not the smallest objection and the pianoforte was opened and Darcy after a few moments recollection was not sorry for it He began to feel the danger of paying Elizabeth too much attention Illustration CHAPTER XII
b,alteredwhat could it mean That he should even speak to her was amazingbut to speak with such civility to inquire after her family Never in her life had she seen his manners so little dignified never had he spoken with such gentleness as on this unexpected meeting What a contrast did it offer to his last address in Rosings Park when he put his letter into her hand She knew not what to think or how to account for it They had now entered a beautiful walk by the side of the water and every step was bringing forward a
b,Bennet accepted the challenge observing that he acted very wisely in leaving the girls to their own trifling amusements Mrs Bennet and her daughters apologized most civilly for Lydias interruption and promised that it should not occur again if he would resume his book but Mr Collins after assuring them that he bore his young cousin no illwill and should never resent her behaviour as any affront seated himself at another table with Mr Bennet and prepared for backgammon Illustration CHAPTER XV Illustration Mr Collins was not a sensible man and the deficiency of nature had been but little assisted
b,not you think Mr Darcy that I expressed myself uncommonly well just now when I was teasing Colonel Forster to give us a ball at Meryton With great energy but it is a subject which always makes a lady energetic You are severe on us It will be her turn soon to be teased said Miss Lucas I am going to open the instrument Eliza and you know what follows You are a very strange creature by way of a friendalways wanting me to play and sing before anybody and everybody If my vanity had taken a musical turn you
b,highly both of Lady Catherine and her daughter but from some particulars that he has related of her Ladyship I suspect his gratitude misleads him and that in spite of her being his patroness she is an arrogant conceited woman I believe her to be both in a great degree replied Wickham I have not seen her for many years but I very well remember that I never liked her and that her manners were dictatorial and insolent She has the reputation of being remarkably sensible and clever but I rather believe she derives part of her abilities from her
b,a bright complexion and was not very tall we hear nothing about her looks But her chief difference from other heroines of the lively type seems to lie first in her being distinctly cleveralmost strongminded in the better sense of that objectionable wordand secondly in her being entirely destitute of illnature for all her propensity to tease and the sharpness of her tongue Elizabeth can give at least as good as she gets when she is attacked but she never scratches and she never attacks first Some of the merest obsoletenesses of phrase and manner give one or two of
b,should resolve to quit Netherfield I should probably be off in five minutes At present however I consider myself as quite fixed here That is exactly what I should have supposed of you said Elizabeth You begin to comprehend me do you cried he turning towards her Oh yesI understand you perfectly I wish I might take this for a compliment but to be so easily seen through I am afraid is pitiful That is as it happens It does not necessarily follow that a deep intricate character is more or less estimable than such a one as yours Lizzy
b,and hand I shall soon cease to regret him at all The surprise of the rest of the family on hearing who their visitor had been was very great but they obligingly satisfied it with the same kind of supposition which had appeased Mrs Bennets curiosity and Elizabeth was spared from much teasing on the subject The next morning as she was going down stairs she was met by her father who came out of his library with a letter in his hand Lizzy said he I was going to look for you come into my room She followed him
b,her husband After this day Jane said no more of her indifference Not a word passed between the sisters concerning Bingley but Elizabeth went to bed in the happy belief that all must speedily be concluded unless Mr Darcy returned within the stated time Seriously however she felt tolerably persuaded that all this must have taken place with that gentlemans concurrence Bingley was punctual to his appointment and he and Mr Bennet spent the morning together as had been agreed on The latter was much more agreeable than his companion expected There was nothing of presumption or folly in Bingley
b,you have added so much to it yourselfyou are always buying books I can not comprehend the neglect of a family library in such days as these Neglect I am sure you neglect nothing that can add to the beauties of that noble place Charles when you build your house I wish it may be half as delightful as Pemberley I wish it may But I would really advise you to make your purchase in that neighbourhood and take Pemberley for a kind of model There is not a finer county in England than Derbyshire With all my heart I
b,been in a pitiable state at this time for from the day of the invitation to the day of the ball there was such a succession of rain as prevented their walking to Meryton once No aunt no officers no news could be sought after the very shoeroses for Netherfield were got by proxy Even Elizabeth might have found some trial of her patience in weather which totally suspended the improvement of her acquaintance with Mr Wickham and nothing less than a dance on Tuesday could have made such a Friday Saturday Sunday and Monday endurable to Kitty and Lydia
b,business undone and can be of no real advantage to yourself or anyone else Nay cried Bingley this is too much to remember at night all the foolish things that were said in the morning And yet upon my honour I believed what I said of myself to be true and I believe it at this moment At least therefore I did not assume the character of needless precipitance merely to show off before the ladies I daresay you believed it but I am by no means convinced that you would be gone with such celerity Your conduct would be
b,the company By many significant looks and silent entreaties did she endeavour to prevent such a proof of complaisancebut in vain Mary would not understand them such an opportunity of exhibiting was delightful to her and she began her song Elizabeths eyes were fixed on her with most painful sensations and she watched her progress through the several stanzas with an impatience which was very ill rewarded at their close for Mary on receiving amongst the thanks of the table the hint of a hope that she might be prevailed on to favour them again after the pause of half
b,harm to be off You need not send them word at Longbourn of my going if you do not like it for it will make the surprise the greater when I write to them and sign my name Lydia Wickham What a good joke it will be I can hardly write for laughing Pray make my excuses to Pratt for not keeping my engagement and dancing with him tonight Tell him I hope he will excuse me when he knows all and tell him I will dance with him at the next ball we meet with great pleasure I shall
b,compliment to Darcy Caroline cried her brother because he does not write with ease He studies too much for words of four syllables Do not you Darcy My style of writing is very different from yours Oh cried Miss Bingley Charles writes in the most careless way imaginable He leaves out half his words and blots the rest My ideas flow so rapidly that I have not time to express them by which means my letters sometimes convey no ideas at all to my correspondents Your humility Mr Bingley said Elizabeth must disarm reproof Nothing is more deceitful said Darcy
b,than his disappointing the hopes and disgracing the memory of his father Elizabeth found the interest of the subject increase and listened with all her heart but the delicacy of it prevented further inquiry Mr Wickham began to speak on more general topics Meryton the neighbourhood the society appearing highly pleased with all that he had yet seen and speaking of the latter especially with gentle but very intelligible gallantry It was the prospect of constant society and good society he added which was my chief inducement to enter the shire I know it to be a most respectable agreeable
b,Darcy on the contrary had seen a collection of people in whom there was little beauty and no fashion for none of whom he had felt the smallest interest and from none received either attention or pleasure Miss Bennet he acknowledged to be pretty but she smiled too much Mrs Hurst and her sister allowed it to be so but still they admired her and liked her and pronounced her to be a sweet girl and one whom they should not object to know more of Miss Bennet was therefore established as a sweet girl and their brother felt authorized
b,so assiduously courted you ThereI have saved you the trouble of accounting for it and really all things considered I begin to think it perfectly reasonable To be sure you know no actual good of mebut nobody thinks of that when they fall in love Was there no good in your affectionate behaviour to Jane while she was ill at Netherfield Dearest Jane who could have done less for her But make a virtue of it by all means My good qualities are under your protection and you are to exaggerate them as much as possible and in return it
b,always so Those who do not complain are never pitied Her daughters listened in silence to this effusion sensible that any attempt to reason with or soothe her would only increase the irritation She talked on therefore without interruption from any of them till they were joined by Mr Collins who entered with an air more stately than usual and on perceiving whom she said to the girls Now I do insist upon it that you all of you hold your tongues and let Mr Collins and me have a little conversation together Elizabeth passed quietly out of the room
b,shall spend And when we do return it shall not be like other travellers without being able to give one accurate idea of anything We will know where we have gonewe will recollect what we have seen Lakes mountains and rivers shall not be jumbled together in our imaginations nor when we attempt to describe any particular scene will we begin quarrelling about its relative situation Let our first effusions be less insupportable than those of the generality of travellers Illustration At the door CHAPTER XXVIII Illustration Every object in the next days journey was new and interesting to Elizabeth
b,always affronted by their advice and Lydia selfwilled and careless would scarcely give them a hearing They were ignorant idle and vain While there was an officer in Meryton they would flirt with him and while Meryton was within a walk of Longbourn they would be going there for ever Anxiety on Janes behalf was another prevailing concern and Mr Darcys explanation by restoring Bingley to all her former good opinion heightened the sense of what Jane had lost His affection was proved to have been sincere and his conduct cleared of all blame unless any could attach to the
b,I think than last year His attachment to Rosings certainly increases Mr Collins had a compliment and an allusion to throw in here which were kindly smiled on by the mother and daughter Lady Catherine observed after dinner that Miss Bennet seemed out of spirits and immediately accounting for it herself by supposing that she did not like to go home again so soon she added But if that is the case you must write to your mother to beg that you may stay a little longer Mrs Collins will be very glad of your company I am sure I
b,up with somebody else and offered to introduce him to any young lady in the room He assured her that as to dancing he was perfectly indifferent to it that his chief object was by delicate attentions to recommend himself to her and that he should therefore make a point of remaining close to her the whole evening There was no arguing upon such a project She owed her greatest relief to her friend Miss Lucas who often joined them and goodnaturedly engaged Mr Collinss conversation to herself She was at least free from the offence of Mr Darcys further
